,element,Unit_lattice_constant,lattice_constant_a,lattice_constant_b,lattice_constant_c,Tc,Element_Normalize,Tc_mean,Tc_range
18021,Ce1Ir1In4.955Hg0.045,,,,,0.993,Ce200In991Hg9Ir200,0.993,0.0
18022,Ce1Ir1In4.946Hg0.054,,,,,0.476,Ce500In2473Hg27Ir500,0.476,0.0
18023,Ce1Ir1In4.996Sn0.004,,,,,1.043,Ce250In1249SnIr250,1.043,0.0
18024,Ce1Ir1In4.986Sn0.014,,,,,0.8,Ce500In2493Sn7Ir500,0.8,0.0
18025,Ce1Ir1In4.97Sn0.03,,,,,0.66,Ce100In497Sn3Ir100,0.66,0.0
18026,Ce1Ir0.987Pt0.013In5,,,,,0.897,Ce1000In5000Ir987Pt13,0.897,0.0
18027,Ce1Ir0.978Pt0.022In5,,,,,0.734,Ce500In2500Ir489Pt11,0.734,0.0
18028,Ce1Ir0.956Pt0.044In5,,,,,0.429,Ce250In1250Ir239Pt11,0.429,0.0
18029,Na1Fe1As1,,,,,11.1,NaFeAs,11.44181818181818,20.0
18030,Na1Fe0.99Co0.01As1,,,,,13.0,Na100Fe99CoAs100,15.6,4.899999999999999
18031,Na1Fe0.98Co0.02As1,,,,,18.8,Na50Fe49CoAs50,18.8,0.0
18032,Na1Fe0.97Co0.03As1,,,,,20.4,Na100Fe97Co3As100,21.133333333333333,1.6000000000000014
18033,Na1Fe0.95Co0.05As1,,,,,17.0,Na20Fe19CoAs20,16.3,1.0999999999999996
18034,Na1Fe0.92Co0.08As1,,,,,7.53,Na25Fe23Co2As25,7.53,0.0
18035,Ba1Fe1.926Co0.074As2,,,,,6.2,Ba500Fe963Co37As1000,6.2,0.0
18036,Ba1Fe1.92Co0.08As2,,,,,6.7,Ba25Fe48(CoAs25)2,7.833333333333333,5.2
18037,Ba0.95Rb0.05Ti2Sb2O1,A,4.1065,,8.0875,4.25,RbBa19Ti40(Sb2O)20,4.25,0.0
18038,Ba0.9Rb0.1Ti2Sb2O1,A,4.1053,,8.1011,5.33,RbBa9Ti20(Sb2O)10,5.33,0.0
18039,Ba0.8Rb0.2Ti2Sb2O1,A,4.1016,,8.1279,6.19,RbBa4Ti10(Sb2O)5,6.19,0.0
18040,Ba0.7Rb0.3Ti2Sb2O1,A,4.0983,,8.1386,5.93,Rb3Ba7Ti20(Sb2O)10,5.93,0.0
18041,Ba0.6Rb0.4Ti2Sb2O1,A,4.0937,,8.1773,5.71,Rb2Ba3Ti10(Sb2O)5,5.71,0.0
18042,La1Pd1Si3,A,4.3542,,9.664,2.65,LaSi3Pd,2.6166666666666667,0.04999999999999982
18043,La1Pt1Si3,A,4.3474,,9.6368,1.52,LaSi3Pt,1.52,0.0
18044,Tl0.4Rb0.4Fe1.67Se2,,,,,31.8,Rb40Tl40Fe167Se200,31.8,0.0
18045,K0.8Fe1.7Se2,,,,,32.0,K8Fe17Se20,31.666666666666668,1.0
18046,Sr3Ir4Sn13,A,9.7964,,,5.0,Sr3Sn13Ir4,5.292857142857143,2.05
18047,Ir0.95Pd0.05Te2,A,,,5.372,2.5,Te40Ir19Pd,2.5,0.0
18048,K0.38W1O3,A,12.256,,3.8247,2.09,K19(WO3)50,2.09,0.0
18049,K0.4W1O3,A,12.258,,3.8252,1.74,K2(WO3)5,1.62,0.24
18050,K0.42W1O3,A,12.264,,3.8271,1.34,K21(WO3)50,1.34,0.0
18051,K0.45W1O3,A,12.272,,3.829,0.885,K9(WO3)20,0.885,0.0
18052,La3Co4Sn13,,,,,1.95,La3Co4Sn13,2.567142857142857,0.9200000000000002
18053,La3Co4Sn13,,,,,2.85,La3Co4Sn13,2.567142857142857,0.9200000000000002
18054,La1F0.5Bi1S2O0.5,,,,,9.25,La2Bi2S4OF,4.575833333333334,8.860000000000001
18055,Ca10Pt0.78Fe9.22As18,,,,,9.96,Ca500Fe461(As300Pt13)3,9.96,0.0
18056,Ca3Ir4Ge4,A,7.5689,,,1.7,Ca3(GeIr)4,1.7,0.0
18057,Pb4Ag1Bi6Se14,,,,,1.075,AgBi6(Pb2Se7)2,1.075,0.0
18058,Pb3.9Ag1.1Bi6Se14,,,,,1.7,Ag11Bi60Pb39Se140,1.7,0.0
18059,Nb0.87Si0.09N0.87O0.13,,,,,16.35,Nb87Si9N87O13,16.35,0.0
18060,Nb1N0.87O0.13,,,,,17.2,Nb100N87O13,17.2,0.0
18061,Pb0.445Sn0.445In0.13Te1,A,6.378,,,3.2,In26Sn89Te200Pb89,3.2,0.0
18062,Pb0.42Sn0.42In0.16Te1,A,6.375,,,3.4,In8Sn21Te50Pb21,3.8049999999999997,0.81
18063,Pb0.4Sn0.4In0.2Te1,A,6.372,,,4.0,InSn2Te5Pb2,4.12,0.2400000000000002
18064,Pb0.35Sn0.35In0.3Te1,A,6.359,,,4.8,In6Sn7Te20Pb7,4.8,0.0
18065,Er1Pd1Bi1,A,6.595,,,1.24,ErBiPd,1.24,0.0
18066,Ir1Sn4,A,6.308,,22.739,0.93,Sn4Ir,1.8533333333333335,2.77
18067,La1Bi1S2F0.5O0.5,A,4.071,,13.3495,2.65,La2Bi2S4OF,4.575833333333334,8.860000000000001
18068,La1Bi1S2F0.5O0.5,,,,,7.92,La2Bi2S4OF,4.575833333333334,8.860000000000001
18069,La1Bi1S2F0.5O0.5,,,,,5.43,La2Bi2S4OF,4.575833333333334,8.860000000000001
18070,La1Bi1S2F0.5O0.5,,,,,4.51,La2Bi2S4OF,4.575833333333334,8.860000000000001
18071,La1Bi1S2F0.5O0.5,,,,,2.75,La2Bi2S4OF,4.575833333333334,8.860000000000001
18072,Y1Pt1Bi1,,,,,0.98,YBiPt,0.8725,0.20999999999999996
18073,Nb2B1N1,,,,,4.4,Nb2BN,4.4,0.0
18074,Ce1Ni0.8Bi2,,,,,4.2,Ce5(Ni2Bi5)2,4.15,0.10000000000000053
18075,La0.9Y0.1Co2B2,,,,,4.1,La9Y(CoB)20,4.175,0.15000000000000036
18076,La2Sb1,,,,,5.3,La2Sb,3.025,4.55
18077,Sm1Fe0.96Ni0.04As1O1,A,3.9383,,8.4719,7.5,Sm25Fe24Ni(AsO)25,7.5,0.0
18078,Sm1Fe0.94Ni0.06As1O1,A,3.9339,,8.46,9.0,Sm50Fe47Ni3(AsO)50,9.0,0.0
18079,Sm1Fe0.92Ni0.08As1O1,A,3.94,,8.4496,6.0,Sm25Fe23Ni2(AsO)25,6.0,0.0
18080,Ba1Ti2Sb2O1,A,4.111,,8.07,1.2,BaTi2Sb2O,1.2028571428571428,0.53
18081,Ba0.96K0.04Ti2Sb2O1,A,4.1079,,8.0937,3.88,KBa24Ti50(Sb2O)25,3.88,0.0
18082,Ba0.95K0.05Ti2Sb2O1,A,4.1067,,8.0972,4.25,KBa19Ti40(Sb2O)20,4.25,0.0
18083,Ba0.9K0.1Ti2Sb2O1,A,4.1047,,8.1112,5.13,KBa9Ti20(Sb2O)10,5.13,0.0
18084,Ba0.88K0.12Ti2Sb2O1,A,4.1042,,8.1121,6.1,K3Ba22Ti50(Sb2O)25,6.1,0.0
18085,Ba0.85K0.15Ti2Sb2O1,A,4.1008,,8.1313,5.86,K3Ba17Ti40(Sb2O)20,5.86,0.0
18086,Ba0.8K0.2Ti2Sb2O1,A,4.0974,,8.1444,3.0,KBa4Ti10(Sb2O)5,3.0,0.0
18087,Nb0.6Al0.08N0.79O0.21,A,6.874,,4.346,7.0,Nb60Al8N79O21,7.0,0.0
18088,Nb0.89Al0.11N0.85O0.17,A,4.401,,,17.3,Nb89Al11(N5O)17,17.3,0.0
18089,Nb0.95Mg0.05N0.92O0.08,,,,,15.0,Mg5Nb95(N23O2)4,16.533333333333335,2.6000000000000014
18090,Nb0.95Mg0.05N0.92O0.08,A,4.419,,,17.6,Mg5Nb95(N23O2)4,16.533333333333335,2.6000000000000014
18091,Nb0.9Mg0.1N0.87O0.13,A,4.37,,,5.0,Mg10Nb90N87O13,10.6,11.2
18092,Nb0.9Mg0.1N0.87O0.13,A,4.41,,,16.2,Mg10Nb90N87O13,10.6,11.2
18093,Nb1N0.98O0.02,A,4.42,,,17.7,Nb50N49O,17.7,0.0
18094,Nb0.95Mg0.05N0.92O0.08,A,4.419,,,17.0,Mg5Nb95(N23O2)4,16.533333333333335,2.6000000000000014
18095,Nb0.89Al0.11N0.84O0.16,A,4.401,,,16.7,Nb89Al11(N21O4)4,16.7,0.0
18096,Nb0.87Si0.09N0.13O0.13,A,4.399,,,16.8,Nb87Si9(NO)13,16.8,0.0
18097,Ti0.4V0.6,A,3.07,,,7.46,Ti2V3,7.38,0.16000000000000014
18098,Ti0.6V0.4,A,3.19,,,7.15,Ti3V2,7.15,0.5499999999999998
18099,Ti0.7V0.3,A,3.21,,,7.0,Ti7V3,6.334,0.8600000000000003
18100,Ti0.8V0.2,A,3.235,,,4.15,Ti4V,4.125,0.05000000000000071
18101,Ce1Pd1Bi1,A,6.817,,,1.3,CeBiPd,1.3,0.0
18102,La1C2,A,3.9364,,6.5783,1.695,LaC2,1.6449999999999998,0.3600000000000001
18103,La1C2,A,3.9324,,6.5745,1.8,LaC2,1.6449999999999998,0.3600000000000001
18104,Sr1Pd1Ge3,A,4.4677,,10.2863,1.5,SrGe3Pd,1.42,0.1200000000000001
18105,Ba1Pt1Si3,,,,,1.75,BaSi3Pt,1.875,0.25
18106,Sr1Pt1Ge3,A,4.4859,,10.1364,1.0,SrGe3Pt,0.8933333333333332,0.16000000000000003
18107,La1Pd1Si3,A,4.352,,9.661,2.6,LaSi3Pd,2.6166666666666667,0.04999999999999982
18108,La1Pd0.6Ge0.14,A,4.301,,4.273,2.8,La50Ge7Pd30,2.8,0.0
18109,Fe1Se0.3Te0.7,A,3.8069,,6.1368,14.5,Fe10Te7Se3,13.560000000000002,2.9000000000000004
18110,Fe0.99Co0.01Se0.3Te0.7,A,3.8077,,6.1287,13.3,Fe99Co(Te7Se3)10,13.3,0.0
18111,Fe0.98Co0.02Se0.3Te0.7,A,3.8074,,6.1295,10.3,Fe49Co(Te7Se3)5,10.3,0.0
18112,Fe0.97Co0.03Se0.3Te0.7,A,3.8084,,6.129,9.24,Fe97Co3(Te7Se3)10,9.24,0.0
18113,Fe0.95Co0.05Se0.3Te0.7,A,3.8053,,6.1219,8.2,Fe19Co(Te7Se3)2,8.2,0.0
18114,Fe0.99Ni0.01Se0.3Te0.7,A,3.8081,,6.1345,9.5,Fe99Ni(Te7Se3)10,9.5,0.0
18115,Fe0.98Ni0.02Se0.3Te0.7,A,3.8079,,6.1252,2.1,Fe49Ni(Te7Se3)5,2.1,0.0
18116,Fe0.99Zn0.01Se0.3Te0.7,A,3.8101,,6.143,13.0,ZnFe99(Te7Se3)10,13.0,0.0
18117,Fe0.98Zn0.02Se0.3Te0.7,A,3.8071,,6.1433,12.0,ZnFe49(Te7Se3)5,12.0,0.0
18118,Fe0.97Zn0.03Se0.3Te0.7,A,3.8093,,6.1548,11.8,Zn3Fe97(Te7Se3)10,11.8,0.0
18119,Fe0.95Zn0.05Se0.3Te0.7,A,3.8115,,6.1601,13.5,ZnFe19(Te7Se3)2,13.5,0.0
18120,Cu0.1Bi2Se3,,,,,2.95,Cu(Bi2Se3)10,2.95,0.0
18121,Au0.65Pt0.35Te2,A,4.1341,,5.1535,4.1,Te40Pt7Au13,4.1,0.0
18122,Au1Te2,,,,,1.8,Te2Au,2.05,0.4999999999999998
18123,La1Pt2Ge2,A,10.037,4.508,8.987,0.41,La(GePt)2,0.4566666666666666,0.14000000000000007
18124,La1Pt1.85Ge2.15,A,4.396,,10.031,1.85,La20Ge43Pt37,1.86,0.020000000000000018
18125,La1Pt1.8Ge2.2,A,4.395,,10.05,1.95,La5Ge11Pt9,1.95,0.0
18126,Al2C1Mo3,,,,,8.2,Al2Mo3C,9.487499999999999,1.8000000000000007
18127,Pr2Ba4Cu7O14.44,,,,,20.75,Ba100Pr50Cu175O361,20.75,0.0
18128,Sn0.95In0.05Te1,,,,,1.21,InSn19Te20,1.2733333333333332,0.20999999999999996
18129,Pb0.2375Sn0.7125In0.05Te1,,,,,2.66,In4Sn57Te80Pb19,2.66,0.0
18130,Pb0.3325Sn0.6175In0.05Te1,,,,,1.61,In20Sn247Te400Pb133,1.605,0.010000000000000009
18131,Sn0.84In0.16Te1,,,,,2.14,In4Sn21Te25,2.2175000000000002,0.3599999999999999
18132,Pb0.252Sn0.588In0.16Te1,,,,,3.92,In40Sn147Te250Pb63,3.92,0.0
18133,Pb0.42Sn0.42In0.16Te1,,,,,4.21,In8Sn21Te50Pb21,3.8049999999999997,0.81
18134,Sn0.975In0.025Te1,,,,,0.84,InSn39Te40,1.13,0.58
18135,Sn0.92In0.08Te1,,,,,1.36,In2Sn23Te25,1.355,0.010000000000000009
18136,Sn0.84In0.16Te1,,,,,2.12,In4Sn21Te25,2.2175000000000002,0.3599999999999999
18137,Pb0.196Sn0.784In0.02Te1,,,,,1.68,In5Sn196Te250Pb49,1.68,0.0
18138,Pb0.184Sn0.736In0.08Te1,,,,,2.84,In10Sn92Te125Pb23,2.83,0.020000000000000018
18139,Pb0.16Sn0.64In0.2Te1,,,,,3.31,In5Sn16Te25Pb4,3.31,0.0
18140,Pb0.38Sn0.57In0.05Te1,,,,,0.68,In5Sn57(Te50Pb19)2,0.6915,0.02299999999999991
18141,Pb0.352Sn0.528In0.12Te1,,,,,3.6,In15Sn66Te125Pb44,3.6,0.0
18142,Pb0.32Sn0.48In0.2Te1,,,,,4.19,In5Sn12Te25Pb8,4.19,0.0
18143,Y1Pt2Si2,A,4.16,,9.805,1.5,Y(SiPt)2,1.5699999999999998,0.1399999999999999
18144,La1Pt2Si2,A,4.288,,9.833,1.5,La(SiPt)2,1.3616666666666666,0.28
18145,Lu1Pt2Si2,A,4.092,,9.922,1.9,Lu(SiPt)2,1.85,0.09999999999999987
18146,Ba1Ti2Sb2O1,A,4.1104,,8.0864,1.19,BaTi2Sb2O,1.2028571428571428,0.53
18147,Ba1Ti2Sb1.8Sn0.2O1,A,4.1045,,8.073,2.2,Ba5Ti10SnSb9O5,2.2,0.0
18148,Ba1Ti2Sb1.7Sn0.3O1,A,4.1005,,8.0681,2.2,Ba10Ti20Sn3Sb17O10,2.2,0.0
18149,Ba1Ti2Sb1.6Sn0.4O1,A,4.0998,,8.058,2.31,Ba5Ti10Sn2Sb8O5,2.31,0.0
18150,Ba1Ti2Sb1.4Sn0.6O1,A,4.0954,,8.0518,2.49,Ba5Ti10Sn3Sb7O5,2.49,0.0
18151,Sc5Ir4Si10,,,,,8.0,Sc5(Si5Ir2)2,8.342222222222224,0.5
18152,Nd1Bi1S2F0.3O0.7,A,3.996,,13.464,5.25,Nd10Bi10S20O7F3,4.428,1.73
18153,Au1Te2,,,,,2.3,Te2Au,2.05,0.4999999999999998
18154,La1Fe4P12,A,7.8311,,,4.1,La(FeP3)4,4.0874999999999995,0.20000000000000018
18155,La1Ru4P12,A,8.05645,,,6.57,La(P3Ru)4,7.04625,0.6299999999999999
18156,Ca0.9La0.1Fe1As2,A,3.9471,3.8724,10.321,34.0,Ca9La(FeAs2)10,34.0,0.0
18157,Ca0.79La0.21Fe1As2,,,,,25.0,Ca79La21(FeAs2)100,29.78333333333333,11.350000000000001
18158,Lu1Ru2,A,5.211,,8.73,2.23,LuRu2,1.3166666666666667,1.37
18159,Ru2Y1,A,5.226,,8.799,2.75,YRu2,2.2775,1.23
18160,Ru2Sc1,A,5.115,,8.54,2.36,ScRu2,2.09,0.69
18161,Ce0.95Nd0.05Co1In5,,,,,1.9,Ce19Nd(In5Co)20,1.9566666666666668,0.10000000000000009
18162,Ce0.965La0.035Co1In5,,,,,1.84,La7Ce193(In5Co)200,1.84,0.0
18163,Sr0.58La0.42Bi1S2F1,A,4.0819,,13.3344,2.13,Sr29La21Bi50(S2F)50,2.13,0.0
18164,Sr0.55La0.45Bi1S2F1,A,4.0851,,13.3269,3.1,Sr11La9Bi20(S2F)20,3.1,0.0
18165,Sr0.5La0.5Bi1S2F1,A,4.0839,,13.3219,3.04,SrLaBi2(S2F)2,2.685,0.94
18166,Sr0.4La0.6Bi1S2F1,A,4.0815,,13.3025,2.96,Sr2La3Bi5(S2F)5,2.96,0.0
18167,Ca0.9La0.1Fe1As1H1,A,3.8918,,8.2671,28.2,Ca9LaFe10(AsH)10,28.2,0.0
18168,Ca0.8La0.2Fe1As1H1,A,3.9075,,8.2728,40.6,Ca4LaFe5(AsH)5,40.6,0.0
18169,Ca0.7La0.3Fe1As1H1,A,3.9177,,8.3067,35.7,Ca7La3Fe10(AsH)10,35.7,0.0
18170,Cr2Re3B1,A,6.61,,,4.8,Cr2Re3B,4.8,0.0
18171,Sr1Ca13Cu24O41,,,,,11.8,SrCa13Cu24O41,11.8,0.0
18172,Ba2Bi1.75Sb1.25,A,4.8115,7.7723,9.9126,3.51,Ba8Bi7Sb5,3.51,0.0
18173,Ba2Bi2Sb1,A,4.8125,7.8117,9.9158,3.92,Ba2Bi2Sb,3.92,0.0
18174,Ba2Bi2.25Sb0.75,A,4.8139,7.8656,9.9339,4.06,Ba8(Bi3Sb)3,4.06,0.0
18175,Ba2Bi2.5Sb0.5,A,4.8148,7.9151,9.9452,4.25,Ba4Bi5Sb,4.25,0.0
18176,Ba2Bi2.75Sb0.25,A,4.816,7.9579,9.9615,4.46,Ba8Bi11Sb,4.46,0.0
18177,Ba2Bi3,A,4.8188,7.9991,9.9756,4.48,Ba2Bi3,4.44,0.08000000000000007
18178,Zr1P1.5Se0.5,A,3.626,,7.906,5.76,Zr2P3Se,5.475,0.5699999999999994
18179,Zr1P1.35Se0.65,,,,,6.24,Zr20P27Se13,6.24,0.0
18180,Zr1P1.25Se0.75,,,,,6.3,Zr4P5Se3,6.1035,0.3929999999999998
18181,Zr1P1.1Se0.9,,,,,5.34,Zr10P11Se9,4.975,0.7299999999999995
18182,Zr1P0.6Se1.4,,,,,4.11,Zr5P3Se7,4.11,0.0
18183,Zr1P1.6S0.4,,,,,4.36,Zr5(P4S)2,4.36,0.0
18184,Zr1P1.4S0.6,,,,,4.99,Zr5P7S3,4.99,0.0
18185,Zr1P1.25S0.75,,,,,4.85,Zr4P5S3,4.85,0.0
18186,Zr1P1S1,,,,,3.6,ZrPS,3.6,0.0
18187,Hf1P1.5S0.5,,,,,4.63,Hf2P3S,4.97,0.6799999999999997
18188,Hf1P1.7S0.3,,,,,3.71,Hf10P17S3,3.71,0.0
18189,Hf1P1.5S0.5,,,,,5.31,Hf2P3S,4.97,0.6799999999999997
18190,As1Cr1,,,,,2.17,CrAs,1.8419999999999999,0.6639999999999999
18191,Li2Ir1Si3,A,5.01762,,7.84022,3.7,Li2Si3Ir,3.75,0.09999999999999964
18192,K0.8Fe1.7Se2,,,,,32.0,K8Fe17Se20,31.666666666666668,1.0
18193,K0.8Fe1.78Se2,,,,,32.0,K40Fe89Se100,32.0,0.0
18194,Tl0.6Rb0.4Fe1.67Se2,,,,,32.0,Rb40Tl60Fe167Se200,32.0,0.0
18195,La1Fe1As1H0.08O0.92,,,,,28.7,La25Fe25As25H2O23,28.7,0.0
18196,La1Fe1As1H0.21O0.79,,,,,17.8,La100Fe100As100H21O79,17.8,0.0
18197,La1Fe1As1H0.3O0.7,,,,,38.0,La10Fe10As10H3O7,38.0,0.0
18198,La1Fe1As1H0.46O0.54,,,,,36.2,La50Fe50As50H23O27,36.2,0.0
18199,La1Fe1As1H0.24O0.76,,,,,30.1,La25Fe25As25H6O19,30.1,0.0
18200,Gd1Fe1As1H0.1O0.9,,,,,55.0,Gd10Fe10As10HO9,55.6,1.2000000000000028
18201,Gd1Fe1As1H0.3O0.7,,,,,45.9,Gd10Fe10As10H3O7,45.9,0.0
18202,Sm1Fe1As1H0.066O0.934,,,,,43.3,Sm500Fe500As500H33O467,43.3,0.0
18203,Sm1Fe1As1H0.25O0.75,,,,,54.7,Sm4Fe4As4HO3,54.85,0.29999999999999716
18204,Sm1Fe1As1H0.4O0.6,,,,,46.4,Sm5Fe5As5H2O3,46.4,0.0
18205,Ce1Fe1As1H0.065O0.935,,,,,41.1,Ce200Fe200As200H13O187,41.1,0.0
18206,Ce1Fe1As1H0.22O0.78,,,,,48.0,Ce50Fe50As50H11O39,48.0,0.0
18207,Ce1Fe1As1H0.4O0.6,,,,,43.1,Ce5Fe5As5H2O3,40.2,5.800000000000004
18208,Ba1Fe1.9Ni0.1As2,,,,,20.0,Ba10Fe19NiAs20,19.9,1.1000000000000014
18209,Fe1.02Te0.5Se0.5,A,3.7879,,5.9833,13.6,Fe51(TeSe)25,13.6,0.0
18210,Fe1.02Te0.5Se0.4S0.1,A,3.7915,,6.0265,13.0,Fe51Te25(Se4S)5,13.0,0.0
18211,Fe1.02Te0.5Se0.3S0.2,A,3.796,,6.0643,11.64,Fe51Te25(Se3S2)5,11.64,0.0
18212,Fe1.02Te0.5Se0.2S0.3,A,3.7968,,6.11,10.16,Fe51Te25(Se2S3)5,10.16,0.0
18213,Fe1.02Te0.5Se0.1S0.4,A,3.8008,,6.1702,8.45,Fe51Te25(SeS4)5,8.45,0.0
18214,Sm1Fe1As1F0.25O0.7,,,,,49.6,Sm20Fe20As20O14F5,49.6,0.0
18215,Ba0.9Rb0.1Fe2As2,A,3.925,,13.2096,23.3,RbBa9(FeAs)20,23.3,0.0
18216,Fe1Se0.4Te0.6,,,,,14.2,Fe5Te3Se2,13.219999999999999,6.800000000000001
18217,Sm1Fe1As1F0.12O0.88,A,3.9301,,8.4781,49.35,Sm25Fe25As25O22F3,33.4625,33.0
18218,Sm1Fe1As0.95P0.05F0.12O0.88,A,3.9306,,8.4747,46.8,Sm100Fe100As95P5(O22F3)4,46.8,0.0
18219,Sm1Fe1As0.9P0.1F0.12O0.88,A,3.9307,,8.4714,36.35,Sm50Fe50As45P5(O22F3)2,36.35,0.0
18220,Sm1Fe1As0.85P0.15F0.12O0.88,A,3.9311,,8.4664,17.8,Sm100Fe100As85P15(O22F3)4,17.8,0.0
18221,Sm1Fe1As0.8P0.2F0.12O0.88,A,3.9316,,8.4604,15.6,Sm25Fe25As20P5O22F3,15.6,0.0
18222,Ce0.6Nd0.4F0.5Bi1S2O0.5,,,,,3.0,Ce6Nd4Bi10S20(OF)5,2.995,0.020000000000000018
18223,Ce0.5Nd0.5F0.5Bi1S2O0.5,,,,,3.46,CeNdBi2S4OF,3.4699999999999998,0.020000000000000018
18224,Ce0.4Nd0.6F0.5Bi1S2O0.5,,,,,3.94,Ce4Nd6Bi10S20(OF)5,3.936666666666667,0.009999999999999787
18225,Ce0.3Nd0.7F0.5Bi1S2O0.5,,,,,4.07,Ce3Nd7Bi10S20(OF)5,4.07,0.0
18226,Ce0.2Nd0.8F0.5Bi1S2O0.5,,,,,4.42,Ce2Nd8Bi10S20(OF)5,4.46,0.0600000000000005
18227,Ce0.1Nd0.9F0.5Bi1S2O0.5,,,,,4.68,CeNd9Bi10S20(OF)5,4.68,0.0
18228,Nd1F0.5Bi1S2O0.5,,,,,4.79,Nd2Bi2S4OF,4.641818181818182,0.75
18229,Ba1Ti2Sb2O1,,,,,1.2,BaTi2Sb2O,1.2028571428571428,0.53
18230,Ba1Ti2Bi2O1,,,,,4.6,BaTi2Bi2O,4.6,0.0
18231,K0.8Fe1.97Mn0.03Se2,,,,,37.4,K80Mn3Fe197Se200,37.03333333333334,10.700000000000003
18232,K0.8Fe1.97Mn0.03Se2,,,,,42.2,K80Mn3Fe197Se200,37.03333333333334,10.700000000000003
18233,Ba8Si44Al2,A,10.40759,,,5.85,Ba4AlSi22,5.85,0.0
18234,Ba8Si43Al3,A,10.41768,,,5.75,Ba8Al3Si43,5.75,0.0
18235,Ba8Si41Al5,A,10.44446,,,6.0,Ba8Al5Si41,6.4,0.7999999999999998
18236,Ba8Si40Al6,A,10.45573,,,5.6,Ba4Al3Si20,5.6,0.0
18237,Ba8Si39Al7,A,10.47502,,,4.0,Ba8Al7Si39,4.0,0.0
18238,Ba8Si38Al8,A,10.49473,,,3.0,Ba4Al4Si19,3.0,0.0
18239,Fe1Sr2Y1Cu2O7.51,,,,,53.5,Sr200Y100Fe100Cu200O751,53.5,0.0
18240,Fe1Sr2Eu1Cu2O7.51,,,,,22.0,Sr200Eu100Fe100Cu200O751,22.0,0.0
18241,Fe1Sr2Gd1Cu2O7.58,,,,,36.5,Sr100Gd50Fe50Cu100O379,36.5,0.0
18242,Fe1Sr2Nd1Cu2O7.54,,,,,4.2,Sr100Nd50Fe50Cu100O377,4.2,0.0
18243,Fe1Sr2Er1Cu2O7.5,,,,,52.0,Sr4Er2Fe2Cu4O15,52.0,0.0
18244,Dy1Ni2B2C1,,,,,6.3,DyNi2B2C,5.541874999999999,5.76
18245,Sn0.776Pb0.194In0.03Te1,,,,,2.25,In15Sn388Te500Pb97,2.25,0.0
18246,Sn0.768Pb0.192In0.04Te1,,,,,2.57,In5Sn96Te125Pb24,2.57,0.0
18247,Sn0.576Pb0.384In0.04Te1,,,,,0.4,In5Sn72Te125Pb48,0.4,0.0
18248,Sn0.9025Pb0.0475In0.05Te1,,,,,1.79,In20Sn361Te400Pb19,1.79,0.0
18249,Sn0.8549Pb0.0951In0.05Te1,,,,,2.06,In10Sn171Te200Pb19,2.06,0.0
18250,Sn0.8075Pb0.1425In0.05Te1,,,,,2.81,In20Sn323Te400Pb57,2.81,0.0
18251,Sn0.7598Pb0.1902In0.05Te1,,,,,2.77,In250Sn3799Te5000Pb951,2.77,0.0
18252,Sn0.7127Pb0.2373In0.05Te1,,,,,2.62,In250Sn3564Te5000Pb1187,2.62,0.0
18253,Sn0.6646Pb0.2854In0.05Te1,,,,,2.28,In250Sn3323Te5000Pb1427,2.28,0.0
18254,Sn0.6175Pb0.3325In0.05Te1,,,,,1.6,In20Sn247Te400Pb133,1.605,0.010000000000000009
18255,Sn0.57Pb0.38In0.05Te1,,,,,0.703,In5Sn57(Te50Pb19)2,0.6915,0.02299999999999991
18256,Sn0.92In0.08Te1,,,,,1.35,In2Sn23Te25,1.355,0.010000000000000009
18257,Sn0.736Pb0.184In0.08Te1,,,,,2.82,In10Sn92Te125Pb23,2.83,0.020000000000000018
18258,Sn0.552Pb0.368In0.08Te1,,,,,2.16,In10Sn69Te125Pb46,2.16,0.0
18259,Sn0.8798Pb0.0002In0.12Te1,,,,,1.76,In600Sn4399Te5000Pb,1.76,0.0
18260,Sn0.704Pb0.176In0.12Te1,,,,,2.98,In15Sn88Te125Pb22,2.98,0.0
18261,Sn0.5277Pb0.3523In0.12Te1,,,,,3.58,In1200Sn5277Te10000Pb3523,3.58,0.0
18262,Sn0.84In0.16Te1,,,,,2.13,In4Sn21Te25,2.2175000000000002,0.3599999999999999
18263,Sn0.6723Pb0.1677In0.16Te1,,,,,3.11,In1600Sn6723Te10000Pb1677,3.11,0.0
18264,Sn0.5883Pb0.2517In0.16Te1,,,,,3.88,In1600Sn5883Te10000Pb2517,3.88,0.0
18265,Sn0.504Pb0.336In0.16Te1,,,,,4.01,In20Sn63Te125Pb42,4.01,0.0
18266,Sn0.4197Pb0.4203In0.16Te1,,,,,4.18,In1600Sn4197Te10000Pb4203,4.18,0.0
18267,Sn0.3361Pb0.5039In0.16Te1,,,,,2.49,In800Sn1681(Te125Pb63)40,2.49,0.0
18268,Sn0.6001Pb0.1999In0.2Te1,,,,,3.59,In2000Sn6001Te10000Pb1999,3.59,0.0
18269,Sn0.56Pb0.24In0.2Te1,,,,,3.87,In5Sn14Te25Pb6,3.87,0.0
18270,Sn0.4797Pb0.3203In0.2Te1,,,,,4.16,In2000Sn4797Te10000Pb3203,4.16,0.0
18271,Sn0.3997Pb0.4003In0.2Te1,,,,,4.23,In2000Sn3997Te10000Pb4003,4.23,0.0
18272,Sn0.32Pb0.48In0.2Te1,,,,,3.35,In5Sn8Te25Pb12,3.35,0.0
